--------------------------------------------------------------------------
Intel(R) SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Post Processed using SoC Watch for Linux* OS Version 2023.4.0 [Aug 14 2023]
Post Processed Build Ref: d424b1e6d9128f442fdc901a2f7f09e75671d271
Copyright (c) 2023 Intel Corporation. All Rights Reserved.
Platform power analysis tool for use with Intel processors/chipsets/platforms.
*Other names and brands may be claimed as the property of others. 
--------------------------------------------------------------------------

Command line options: -f cpu-cstate -m -r int -o TRACE_FIXED_C6_ENABLED_SMT_DISABLED/State=enable/fixed/Pre-req=false/Pre-req-interval=100/Sleep=10000/Warmup-requests=0//Socwatch 

Program Started: N/A
Data Collection Started: 2024-04-02 23:03:44 GMT 
Nano Clock Frequency (MHz): 1000 
CPU Base Operating Frequency (MHz): 2200
Collection duration (sec): 0.0897382
Collection begin timestamp: 1712099024718602841
Collection end timestamp: 1712099024808031373

System Name: node0.inter2-no-c220.ucy-cs499-dc-pg0.wisc.cloudlab.us
Operating System: Linux [5.15.0-86-generic]
CPU: Skylake Server
CPU ID (family.model.stepping): 0x6.0x55.0x4
Platform ID: 0b000
Integrated GPU Device: NA
EDRAM Present: No 
Total # of packages: 2 
Total # of cores: 20 
Total # of logical processors: 20

WARNING: unsupported PCH detected: 0xa1c1

Package C-State - CPU/Package_0
Sample #, Continuous Time (ms), C-State, Duration (ms)
      21,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      22,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      23,                 2.22,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      24,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      25,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      26,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      27,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      28,                 2.38,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      29,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      30,                 2.42,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      31,                 2.46,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      32,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      33,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      34,                 2.55,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      35,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      36,                 2.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      37,                 2.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      38,                 2.67,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      39,                 2.68,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      40,                 2.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      41,                 2.73,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      42,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      43,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      44,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      45,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      46,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      47,                 2.91,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      48,                 3.25,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.34
      49,                 4.52,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.27
      50,                33.31,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         28.79
      51,                36.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.52
      52,                40.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      53,                44.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      54,                48.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      55,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      56,                54.17,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.35
      57,                57.07,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.90
      58,                57.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.79
      59,                60.79,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.94
      60,                64.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.03
      61,                67.56,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.74
      62,                69.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.29
      63,                69.92,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.06
      64,                71.97,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.06
      65,                73.58,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.61
      66,                73.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          0.27
      67,                76.76,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.91
      68,                80.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.07
      69,                84.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      70,                87.20,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.38

Wakeups - CPU/Package_1/Die_0/Core_11
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.33,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.33
       2,                 1.54,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.21
       3,                 1.59,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       4,                 1.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
       5,                 1.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       6,                 1.65,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       7,                 1.70,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
       8,                 1.72,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
       9,                 1.74,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      10,                 1.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      11,                 1.78,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      12,                 1.82,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      13,                 1.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      14,                 1.88,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      15,                 1.90,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      16,                 1.93,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      17,                 1.98,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      18,                 2.01,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      19,                 2.03,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      20,                 2.10,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      21,                 2.11,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.01
      22,                 2.13,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      23,                 2.17,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.04
      24,                 2.20,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      25,                 2.23,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      26,                 2.26,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      27,                 2.28,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      28,                 2.30,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      29,                 2.35,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      30,                 2.38,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      31,                 2.40,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      32,                 2.42,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      33,                 2.44,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      34,                 2.47,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.03
      35,                 2.49,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      36,                 2.51,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      37,                 2.56,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      38,                 2.58,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      39,                 2.62,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      40,                 2.64,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      41,                 2.66,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      42,                 2.69,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      43,                 2.75,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.07
      44,                 2.77,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      45,                 2.79,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      46,                 2.84,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      47,                 2.86,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.02
      48,                 2.91,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      49,                 3.37,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.47
      50,                 5.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.48
      51,                 9.85,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      52,                33.60,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,         23.75
      53,                36.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.23
      54,                40.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      55,                44.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      56,                48.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      57,                52.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      58,                56.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      59,                60.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      60,                64.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          3.99
      61,                67.21,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.38
      62,                69.34,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.13
      63,                70.53,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.19
      64,                72.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.30
      65,                76.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.00
      66,                80.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      67,                87.21,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          6.38

Wakeups - CPU/Package_1/Die_0/Core_12
Sample #, Continuous Time (ms), Wakeup Category, IRQ, Process, Thread, Source,    Name, Duration (ms)
       1,                 1.19,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          1.19
       2,                28.70,           TIMER, n/a,      -1,     -1,    n/a, unknown,         27.52
       3,                32.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.13
       4,                34.92,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.09
       5,                36.81,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.89
       6,                38.84,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.03
       7,                40.81,           TIMER, n/a,      -1,     -1,    n/a, unknown,          1.97
       8,                44.81,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
       9,                46.03,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          1.22
      10,                46.08,             IPI, n/a,     n/a,    n/a,    n/a,     n/a,          0.05
      11,                46.36,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          0.27
      12,                48.82,           TIMER, n/a,      -1,     -1,    n/a, unknown,          2.46
      13,                52.83,           TIMER, n/a,      -1,     -1,    n/a, unknown,          4.01
      14,                55.13,         UNKNOWN, n/a,     n/a,    n/a,    n/a,     n/a,          2.30
